,countyFIPS,CountyName,State,Deaths,Population,DeathsPerMillion
924,20037,Crawford County,KS,1,38818,25
925,20039,Decatur County,KS,0,2827,0
926,20041,Dickinson County,KS,0,18466,0
927,20043,Doniphan County,KS,0,7600,0
928,20045,Douglas County,KS,0,122259,0
929,20047,Edwards County,KS,0,2798,0
930,20049,Elk County,KS,0,2530,0
931,20051,Ellis County,KS,0,28553,0
932,20053,Ellsworth County,KS,0,6102,0
933,20055,Finney County,KS,10,36467,274
934,20057,Ford County,KS,10,33619,297
935,20059,Franklin County,KS,0,25544,0
936,20061,Geary County,KS,1,31670,31
937,20063,Gove County,KS,0,2636,0
938,20065,Graham County,KS,0,2482,0
939,20067,Grant County,KS,1,7150,139
940,20069,Gray County,KS,0,5988,0
941,20071,Greeley County,KS,0,1232,0
942,20073,Greenwood County,KS,0,5982,0
943,20075,Hamilton County,KS,0,2539,0
944,20077,Harper County,KS,0,5436,0
945,20079,Harvey County,KS,2,34429,58
946,20081,Haskell County,KS,0,3968,0
947,20083,Hodgeman County,KS,0,1794,0
948,20085,Jackson County,KS,1,13171,75
949,20087,Jefferson County,KS,0,19043,0
950,20089,Jewell County,KS,0,2879,0
951,20091,Johnson County,KS,79,602401,131
952,20093,Kearny County,KS,1,3838,260
953,20095,Kingman County,KS,0,7152,0
954,20097,Kiowa County,KS,0,2475,0
955,20099,Labette County,KS,0,19618,0
956,20101,Lane County,KS,0,1535,0
957,20103,Leavenworth County,KS,7,81758,85
958,20105,Lincoln County,KS,0,2962,0
959,20107,Linn County,KS,0,9703,0
960,20109,Logan County,KS,0,2794,0
961,20111,Lyon County,KS,6,33195,180
962,20113,McPherson County,KS,0,28542,0
963,20115,Marion County,KS,1,11884,84
964,20117,Marshall County,KS,0,9707,0
965,20119,Meade County,KS,0,4033,0
966,20121,Miami County,KS,0,34237,0
967,20123,Mitchell County,KS,0,5979,0
968,20125,Montgomery County,KS,2,31829,62
969,20127,Morris County,KS,0,5620,0
970,20129,Morton County,KS,0,2587,0
971,20131,Nemaha County,KS,0,10231,0
972,20133,Neosho County,KS,0,16007,0
973,20135,Ness County,KS,0,2750,0
974,20137,Norton County,KS,0,5361,0
975,20139,Osage County,KS,0,15949,0
976,20141,Osborne County,KS,0,3421,0
977,20143,Ottawa County,KS,0,5704,0
978,20145,Pawnee County,KS,0,6414,0
979,20147,Phillips County,KS,0,5234,0
980,20149,Pottawatomie County,KS,0,24383,0
981,20151,Pratt County,KS,0,9164,0
982,20153,Rawlins County,KS,0,2530,0
983,20155,Reno County,KS,0,61998,0
984,20157,Republic County,KS,0,4636,0
985,20159,Rice County,KS,0,9537,0
986,20161,Riley County,KS,3,74232,40
987,20163,Rooks County,KS,0,4920,0
988,20165,Rush County,KS,0,3036,0
989,20167,Russell County,KS,0,6856,0
990,20169,Saline County,KS,2,54224,36
991,20171,Scott County,KS,0,4823,0
992,20173,Sedgwick County,KS,25,516042,48
993,20175,Seward County,KS,2,21428,93
994,20177,Shawnee County,KS,9,176875,50
995,20179,Sheridan County,KS,0,2521,0
996,20181,Sherman County,KS,0,5917,0
997,20183,Smith County,KS,0,3583,0
998,20185,Stafford County,KS,0,4156,0
999,20187,Stanton County,KS,0,2006,0
1000,20189,Stevens County,KS,0,5485,0
1001,20191,Sumner County,KS,1,22836,43
1002,20193,Thomas County,KS,0,7777,0
1003,20195,Trego County,KS,0,2803,0
1004,20197,Wabaunsee County,KS,0,6931,0
1005,20199,Wallace County,KS,0,1518,0
1006,20201,Washington County,KS,0,5406,0
1007,20203,Wichita County,KS,0,2119,0
1008,20205,Wilson County,KS,0,8525,0
1009,20207,Woodson County,KS,0,3138,0
1010,20209,Wyandotte County,KS,78,165429,471
1012,21001,Adair County,KY,19,19202,989
1013,21003,Allen County,KY,4,21315,187
1014,21005,Anderson County,KY,1,22747,43
1015,21007,Ballard County,KY,0,7888,0
1016,21009,Barren County,KY,2,44249,45
1017,21011,Bath County,KY,1,12500,80
1018,21013,Bell County,KY,0,26032,0
1019,21015,Boone County,KY,23,133581,172
1020,21017,Bourbon County,KY,1,19788,50
1021,21019,Boyd County,KY,3,46718,64
1022,21021,Boyle County,KY,0,30060,0
1023,21023,Bracken County,KY,0,8303,0
1024,21025,Breathitt County,KY,0,12630,0
1025,21027,Breckinridge County,KY,2,20477,97
1026,21029,Bullitt County,KY,4,81676,48
1027,21031,Butler County,KY,13,12879,1009
1028,21033,Caldwell County,KY,0,12747,0
1029,21035,Calloway County,KY,1,39001,25
1030,21037,Campbell County,KY,12,93584,128
1031,21039,Carlisle County,KY,1,4760,210
1032,21041,Carroll County,KY,0,10631,0
1033,21043,Carter County,KY,0,26797,0
1034,21045,Casey County,KY,0,16159,0
1035,21047,Christian County,KY,3,70461,42
1036,21049,Clark County,KY,0,36263,0
1037,21051,Clay County,KY,3,19901,150
1038,21053,Clinton County,KY,0,10218,0
1039,21055,Crittenden County,KY,1,8806,113
1040,21057,Cumberland County,KY,0,6614,0
1041,21059,Daviess County,KY,8,101511,78
1042,21061,Edmonson County,KY,11,12150,905
1043,21063,Elliott County,KY,0,7517,0
1044,21065,Estill County,KY,0,14106,0
1045,21067,Fayette County,KY,18,323152,55
1046,21069,Fleming County,KY,0,14581,0
1047,21071,Floyd County,KY,0,35589,0
1048,21073,Franklin County,KY,3,50991,58
1049,21075,Fulton County,KY,0,5969,0
1050,21077,Gallatin County,KY,7,8869,789
1051,21079,Garrard County,KY,0,17666,0
1052,21081,Grant County,KY,4,25069,159
1053,21083,Graves County,KY,20,37266,536
1054,21085,Grayson County,KY,10,26427,378
1055,21087,Green County,KY,1,10941,91
1056,21089,Greenup County,KY,0,35098,0
1057,21091,Hancock County,KY,0,8722,0
1058,21093,Hardin County,KY,5,110958,45
1059,21095,Harlan County,KY,1,26010,38
1060,21097,Harrison County,KY,0,18886,0
1061,21099,Hart County,KY,0,19035,0
1062,21101,Henderson County,KY,3,45210,66
1063,21103,Henry County,KY,2,16126,124
1064,21105,Hickman County,KY,0,4380,0
1065,21107,Hopkins County,KY,32,44686,716
1066,21109,Jackson County,KY,13,13329,975
1067,21111,Jefferson County,KY,184,766757,239
1068,21113,Jessamine County,KY,0,54115,0
1069,21115,Johnson County,KY,0,22188,0
1070,21117,Kenton County,KY,36,166998,215
1071,21119,Knott County,KY,0,14806,0
1072,21121,Knox County,KY,0,31145,0
1073,21123,Larue County,KY,1,14398,69
1074,21125,Laurel County,KY,2,60813,32
1075,21127,Lawrence County,KY,0,15317,0
1076,21129,Lee County,KY,0,7403,0
1077,21131,Leslie County,KY,0,9877,0
1078,21133,Letcher County,KY,0,21553,0
1079,21135,Lewis County,KY,0,13275,0
1080,21137,Lincoln County,KY,1,24549,40
1081,21139,Livingston County,KY,0,9194,0
1082,21141,Logan County,KY,10,27102,368
1083,21143,Lyon County,KY,3,8210,365
1084,21145,McCracken County,KY,3,65418,45
1085,21147,McCreary County,KY,0,17231,0
1086,21149,McLean County,KY,1,9207,108
1087,21151,Madison County,KY,1,92987,10
1088,21153,Magoffin County,KY,0,12161,0
1089,21155,Marion County,KY,0,19273,0
1090,21157,Marshall County,KY,2,31100,64
1091,21159,Martin County,KY,0,11195,0
1092,21161,Mason County,KY,0,17070,0
1093,21163,Meade County,KY,2,28572,69
1094,21165,Menifee County,KY,0,6489,0
1095,21167,Mercer County,KY,0,21933,0
1096,21169,Metcalfe County,KY,2,10071,198
1097,21171,Monroe County,KY,0,10650,0
1098,21173,Montgomery County,KY,0,28157,0
1099,21175,Morgan County,KY,0,13309,0
1100,21177,Muhlenberg County,KY,8,30622,261
1101,21179,Nelson County,KY,1,46233,21
1102,21181,Nicholas County,KY,0,7269,0
1103,21183,Ohio County,KY,0,23994,0
1104,21185,Oldham County,KY,6,66799,89
1105,21187,Owen County,KY,0,10901,0
1106,21189,Owsley County,KY,0,4415,0
1107,21191,Pendleton County,KY,0,14590,0
1108,21193,Perry County,KY,1,25758,38
1109,21195,Pike County,KY,2,57876,34
1110,21197,Powell County,KY,0,12359,0
1111,21199,Pulaski County,KY,2,64979,30
1112,21201,Robertson County,KY,0,2108,0
1113,21203,Rockcastle County,KY,0,16695,0
1114,21205,Rowan County,KY,0,24460,0
1115,21207,Russell County,KY,4,17923,223
1116,21209,Scott County,KY,0,57004,0
1117,21211,Shelby County,KY,6,49024,122
1118,21213,Simpson County,KY,3,18572,161
1119,21215,Spencer County,KY,0,19351,0
1120,21217,Taylor County,KY,1,25769,38
1121,21219,Todd County,KY,0,12294,0
1122,21221,Trigg County,KY,0,14651,0
1123,21223,Trimble County,KY,0,8471,0
1124,21225,Union County,KY,0,14381,0
1125,21227,Warren County,KY,10,132896,75
1126,21229,Washington County,KY,0,12095,0
1127,21231,Wayne County,KY,0,20333,0
1128,21233,Webster County,KY,0,12942,0
1129,21235,Whitley County,KY,0,36264,0
1130,21237,Wolfe County,KY,0,7157,0
1131,21239,Woodford County,KY,0,26734,0
1133,22001,Acadia Parish,LA,32,62045,515
1134,22003,Allen Parish,LA,10,25627,390
1135,22005,Ascension Parish,LA,58,126604,458
1136,22007,Assumption Parish,LA,14,21891,639
1137,22009,Avoyelles Parish,LA,11,40144,274
1138,22011,Beauregard Parish,LA,7,37497,186
1139,22013,Bienville Parish,LA,26,13241,1963
1140,22015,Bossier Parish,LA,28,127039,220
1141,22017,Caddo Parish,LA,223,240204,928
1142,22019,Calcasieu Parish,LA,53,203436,260
1143,22021,Caldwell Parish,LA,1,9918,100
1144,22023,Cameron Parish,LA,0,6973,0
1145,22025,Catahoula Parish,LA,3,9494,315
1146,22027,Claiborne Parish,LA,10,15670,638
1147,22029,Concordia Parish,LA,5,19259,259
1148,22031,De Soto Parish,LA,17,27463,619
1149,22033,East Baton Rouge Parish,LA,263,440059,597
1150,22035,East Carroll Parish,LA,0,6861,0
1151,22037,East Feliciana Parish,LA,32,19135,1672
1152,22039,Evangeline Parish,LA,1,33395,29
1153,22041,Franklin Parish,LA,14,20015,699
1154,22043,Grant Parish,LA,1,22389,44
1155,22045,Iberia Parish,LA,42,69830,601
1156,22047,Iberville Parish,LA,43,32511,1322
1157,22049,Jackson Parish,LA,15,15744,952
1158,22051,Jefferson Parish,LA,477,432493,1102
1159,22053,Jefferson Davis Parish,LA,7,31368,223
1160,22055,Lafayette Parish,LA,33,244390,135
1161,22057,Lafourche Parish,LA,83,97614,850
1162,22059,La Salle Parish,LA,0,14892,0
1163,22061,Lincoln Parish,LA,19,46742,406
1164,22063,Livingston Parish,LA,35,140789,248
1165,22065,Madison Parish,LA,2,10951,182
1166,22067,Morehouse Parish,LA,6,24874,241
1167,22069,Natchitoches Parish,LA,13,38158,340
1168,22071,Orleans Parish,LA,529,390144,1355
1169,22073,Ouachita Parish,LA,66,153279,430
1170,22075,Plaquemines Parish,LA,17,23197,732
1171,22077,Pointe Coupee Parish,LA,27,21730,1242
1172,22079,Rapides Parish,LA,50,129648,385
1173,22081,Red River Parish,LA,8,8442,947
1174,22083,Richland Parish,LA,3,20122,149
1175,22085,Sabine Parish,LA,1,23884,41
1176,22087,St. Bernard Parish,LA,23,47244,486
1177,22089,St. Charles Parish,LA,46,53100,866
1178,22091,St. Helena Parish,LA,1,10132,98
1179,22093,St. James Parish,LA,28,21096,1327
1180,22095,St. John the Baptist Parish,LA,85,42837,1984
1181,22097,St. Landry Parish,LA,55,82124,669
1182,22099,St. Martin Parish,LA,28,53431,524
1183,22101,St. Mary Parish,LA,35,49348,709
1184,22103,St. Tammany Parish,LA,170,260419,652
1185,22105,Tangipahoa Parish,LA,42,134758,311
1186,22107,Tensas Parish,LA,0,4334,0
1187,22109,Terrebonne Parish,LA,60,110461,543
1188,22111,Union Parish,LA,20,22108,904
1189,22113,Vermilion Parish,LA,5,59511,84
1190,22115,Vernon Parish,LA,4,47429,84
1191,22117,Washington Parish,LA,44,46194,952
1192,22119,Webster Parish,LA,9,38340,234
1193,22121,West Baton Rouge Parish,LA,30,26465,1133
1194,22123,West Carroll Parish,LA,3,10830,277
1195,22125,West Feliciana Parish,LA,14,15568,899
1196,22127,Winn Parish,LA,5,13904,359
1198,23001,Androscoggin County,ME,4,108277,36
1199,23003,Aroostook County,ME,1,67055,14
1200,23005,Cumberland County,ME,58,295003,196
1201,23007,Franklin County,ME,1,30199,33
1202,23009,Hancock County,ME,1,54987,18
1203,23011,Kennebec County,ME,9,122302,73
1204,23013,Knox County,ME,1,39772,25
1205,23015,Lincoln County,ME,0,34634,0
1206,23017,Oxford County,ME,0,57975,0
1207,23019,Penobscot County,ME,2,152148,13
1208,23021,Piscataquis County,ME,0,16785,0
1209,23023,Sagadahoc County,ME,0,35856,0
1210,23025,Somerset County,ME,0,50484,0
1211,23027,Waldo County,ME,14,39715,352
1212,23029,Washington County,ME,0,31379,0
1213,23031,York County,ME,11,207641,52
1215,24001,Allegany County,MD,17,70416,241
1216,24003,Anne Arundel County,MD,200,579234,345
1217,24005,Baltimore County,MD,448,827370,541
1218,24009,Calvert County,MD,23,92525,248
1219,24011,Caroline County,MD,2,33406,59
1220,24013,Carroll County,MD,109,168447,647
1221,24015,Cecil County,MD,29,102855,281
1222,24017,Charles County,MD,86,163257,526
1223,24019,Dorchester County,MD,4,31929,125
1224,24021,Frederick County,MD,116,259547,446
1225,24023,Garrett County,MD,0,29014,0
1226,24025,Harford County,MD,61,255441,238
1227,24027,Howard County,MD,80,325690,245
1228,24029,Kent County,MD,23,19422,1184
1229,24031,Montgomery County,MD,714,1050688,679
1230,24033,Prince George's County,MD,658,909327,723
1231,24035,Queen Anne's County,MD,14,50381,277
1232,24037,St. Mary's County,MD,44,113510,387
1233,24039,Somerset County,MD,3,25616,117
1234,24041,Talbot County,MD,4,37181,107
1235,24043,Washington County,MD,25,151049,165
1236,24045,Wicomico County,MD,37,103609,357
1237,24047,Worcester County,MD,17,52276,325
1238,24510,Baltimore City,MD,313,593490,527
1240,25001,Barnstable County,MA,136,212990,638
1241,25003,Berkshire County,MA,44,124944,352
1242,25005,Bristol County,MA,539,565217,953
1243,25007,Dukes County,MA,0,17332,0
1244,25009,Essex County,MA,1071,789034,1357
1245,25011,Franklin County,MA,53,70180,755
1246,25013,Hampden County,MA,648,466372,1389
1247,25015,Hampshire County,MA,106,160830,659
1248,25017,Middlesex County,MA,1801,1611699,1117
1249,25019,Nantucket County,MA,1,11399,87
1250,25021,Norfolk County,MA,908,706775,1284
1251,25023,Plymouth County,MA,641,521202,1229
1252,25025,Suffolk County,MA,973,803907,1210
1253,25027,Worcester County,MA,897,830622,1079
1255,26001,Alcona County,MI,1,10405,96
1256,26003,Alger County,MI,0,9108,0
1257,26005,Allegan County,MI,6,118081,50
1258,26007,Alpena County,MI,11,28405,387
1259,26009,Antrim County,MI,0,23324,0
1260,26011,Arenac County,MI,2,14883,134
1261,26013,Baraga County,MI,0,8209,0
1262,26015,Barry County,MI,2,61550,32
1263,26017,Bay County,MI,29,103126,281
1264,26019,Benzie County,MI,0,17766,0
1265,26021,Berrien County,MI,60,153401,391
1266,26023,Branch County,MI,2,43517,45
1267,26025,Calhoun County,MI,30,134159,223
1268,26027,Cass County,MI,4,51787,77
1269,26029,Charlevoix County,MI,2,26143,76
1270,26031,Cheboygan County,MI,2,25276,79
1271,26033,Chippewa County,MI,0,37349,0
1272,26035,Clare County,MI,2,30950,64
1273,26037,Clinton County,MI,11,79595,138
1274,26039,Crawford County,MI,5,14029,356
1275,26041,Delta County,MI,2,35784,55
1276,26043,Dickinson County,MI,2,25239,79
1277,26045,Eaton County,MI,7,110268,63
1278,26047,Emmet County,MI,2,33415,59
1279,26049,Genesee County,MI,284,405813,699
1280,26051,Gladwin County,MI,1,25449,39
1281,26053,Gogebic County,MI,1,13975,71
1282,26055,Grand Traverse County,MI,5,93088,53
1283,26057,Gratiot County,MI,13,40711,319
1284,26059,Hillsdale County,MI,25,45605,548
1285,26061,Houghton County,MI,0,35684,0
1286,26063,Huron County,MI,1,30981,32
1287,26065,Ingham County,MI,29,292406,99
1288,26067,Ionia County,MI,4,64697,61
1289,26069,Iosco County,MI,10,25127,397
1290,26071,Iron County,MI,0,11066,0
1291,26073,Isabella County,MI,8,69872,114
1292,26075,Jackson County,MI,30,158510,189
1293,26077,Kalamazoo County,MI,65,265066,245
1294,26079,Kalkaska County,MI,2,18038,110
1295,26081,Kent County,MI,123,656955,187
1296,26083,Keweenaw County,MI,0,2116,0
1297,26085,Lake County,MI,0,11853,0
1298,26087,Lapeer County,MI,31,87607,353
1299,26089,Leelanau County,MI,0,21761,0
1300,26091,Lenawee County,MI,6,98451,60
1301,26093,Livingston County,MI,28,191995,145
1302,26095,Luce County,MI,0,6229,0
1303,26097,Mackinac County,MI,0,10799,0
1304,26099,Macomb County,MI,899,873972,1028
1305,26101,Manistee County,MI,0,24558,0
1306,26103,Marquette County,MI,11,66699,164
1307,26105,Mason County,MI,0,29144,0
1308,26107,Mecosta County,MI,2,43453,46
1309,26109,Menominee County,MI,0,22780,0
1310,26111,Midland County,MI,9,83156,108
1311,26113,Missaukee County,MI,1,15118,66
1312,26115,Monroe County,MI,21,150500,139
1313,26117,Montcalm County,MI,1,63888,15
1314,26119,Montmorency County,MI,0,9328,0
1315,26121,Muskegon County,MI,49,173566,282
1316,26123,Newaygo County,MI,0,48980,0
1317,26125,Oakland County,MI,1076,1257584,855
1318,26127,Oceana County,MI,3,26467,113
1319,26129,Ogemaw County,MI,2,20997,95
1320,26131,Ontonagon County,MI,0,5720,0
1321,26133,Osceola County,MI,0,23460,0
1322,26135,Oscoda County,MI,1,8241,121
1323,26137,Otsego County,MI,10,24668,405
1324,26139,Ottawa County,MI,51,291830,174
1325,26141,Presque Isle County,MI,0,12592,0
1326,26143,Roscommon County,MI,0,24019,0
1327,26145,Saginaw County,MI,120,190539,629
1328,26147,St. Clair County,MI,48,159128,301
1329,26149,St. Joseph County,MI,3,60964,49
1330,26151,Sanilac County,MI,6,41170,145
1331,26153,Schoolcraft County,MI,0,8094,0
1332,26155,Shiawassee County,MI,27,68122,396
1333,26157,Tuscola County,MI,26,52245,497
1334,26159,Van Buren County,MI,7,75677,92
1335,26161,Washtenaw County,MI,103,367601,280
1336,26163,Wayne County,MI,2687,1749343,1536
1337,26165,Wexford County,MI,3,33631,89
1339,27001,Aitkin County,MN,0,15886,0
1340,27003,Anoka County,MN,99,356921,277
1341,27005,Becker County,MN,0,34423,0
1342,27007,Beltrami County,MN,0,47188,0
1343,27009,Benton County,MN,3,40889,73
1344,27011,Big Stone County,MN,0,4991,0
1345,27013,Blue Earth County,MN,2,67653,29
1346,27015,Brown County,MN,2,25008,79
1347,27017,Carlton County,MN,0,35871,0
1348,27019,Carver County,MN,1,105089,9
1349,27021,Cass County,MN,2,29779,67
1350,27023,Chippewa County,MN,1,11800,84
1351,27025,Chisago County,MN,1,56579,17
1352,27027,Clay County,MN,37,64222,576
1353,27029,Clearwater County,MN,0,8818,0
1354,27031,Cook County,MN,0,5463,0
1355,27033,Cottonwood County,MN,0,11196,0
1356,27035,Crow Wing County,MN,11,65055,169
1357,27037,Dakota County,MN,81,429021,188
1358,27039,Dodge County,MN,0,20934,0
1359,27041,Douglas County,MN,0,38141,0
1360,27043,Faribault County,MN,0,13653,0
1361,27045,Fillmore County,MN,0,21067,0
1362,27047,Freeborn County,MN,0,30281,0
1363,27049,Goodhue County,MN,7,46340,151
1364,27051,Grant County,MN,0,5972,0
1365,27053,Hennepin County,MN,744,1265843,587
1366,27055,Houston County,MN,0,18600,0
1367,27057,Hubbard County,MN,0,21491,0
1368,27059,Isanti County,MN,0,40596,0
1369,27061,Itasca County,MN,12,45130,265
1370,27063,Jackson County,MN,0,9846,0
1371,27065,Kanabec County,MN,1,16337,61
1372,27067,Kandiyohi County,MN,1,43199,23
1373,27069,Kittson County,MN,0,4298,0
1374,27071,Koochiching County,MN,0,12229,0
1375,27073,Lac Qui Parle County,MN,0,6623,0
1376,27075,Lake County,MN,0,10641,0
1377,27077,Lake of the Woods County,MN,0,3740,0
1378,27079,Le Sueur County,MN,1,28887,34
1379,27081,Lincoln County,MN,0,5639,0
1380,27083,Lyon County,MN,2,25474,78
1381,27085,McLeod County,MN,0,35893,0
1382,27087,Mahnomen County,MN,1,5527,180
1383,27089,Marshall County,MN,0,9336,0
1384,27091,Martin County,MN,5,19683,254
1385,27093,Meeker County,MN,1,23222,43
1386,27095,Mille Lacs County,MN,1,26277,38
1387,27097,Morrison County,MN,1,33386,29
1388,27099,Mower County,MN,2,40062,49
1389,27101,Murray County,MN,0,8194,0
1390,27103,Nicollet County,MN,12,34274,350
1391,27105,Nobles County,MN,6,21629,277
1392,27107,Norman County,MN,0,6375,0
1393,27109,Olmsted County,MN,14,158293,88
1394,27111,Otter Tail County,MN,1,58746,17
1395,27113,Pennington County,MN,0,14119,0
1396,27115,Pine County,MN,0,29579,0
1397,27117,Pipestone County,MN,0,9126,0
1398,27119,Polk County,MN,2,31364,63
1399,27121,Pope County,MN,0,11249,0
1400,27123,Ramsey County,MN,209,550321,379
1401,27125,Red Lake County,MN,0,4055,0
1402,27127,Redwood County,MN,0,15170,0
1403,27129,Renville County,MN,1,14548,68
1404,27131,Rice County,MN,4,66972,59
1405,27133,Rock County,MN,0,9315,0
1406,27135,Roseau County,MN,0,15165,0
1407,27137,St. Louis County,MN,14,199070,70
1408,27139,Scott County,MN,4,149013,26
1409,27141,Sherburne County,MN,4,97238,41
1410,27143,Sibley County,MN,2,14865,134
1411,27145,Stearns County,MN,19,161075,117
1412,27147,Steele County,MN,0,36649,0
1413,27149,Stevens County,MN,0,9805,0
1414,27151,Swift County,MN,1,9266,107
1415,27153,Todd County,MN,2,24664,81
1416,27155,Traverse County,MN,0,3259,0
1417,27157,Wabasha County,MN,0,21627,0
1418,27159,Wadena County,MN,0,13682,0
1419,27161,Waseca County,MN,0,18612,0
1420,27163,Washington County,MN,38,262440,144
1421,27165,Watonwan County,MN,0,10897,0
1422,27167,Wilkin County,MN,3,6207,483
1423,27169,Winona County,MN,15,50484,297
1424,27171,Wright County,MN,2,138377,14
1425,27173,Yellow Medicine County,MN,0,9709,0
1427,28001,Adams County,MS,18,30693,586
1428,28003,Alcorn County,MS,1,36953,27
1429,28005,Amite County,MS,2,12297,162
1430,28007,Attala County,MS,23,18174,1265
1431,28009,Benton County,MS,0,8259,0
1432,28011,Bolivar County,MS,13,30628,424
1433,28013,Calhoun County,MS,4,14361,278
1434,28015,Carroll County,MS,11,9947,1105
1435,28017,Chickasaw County,MS,16,17103,935
1436,28019,Choctaw County,MS,2,8210,243
1437,28021,Claiborne County,MS,9,8988,1001
1438,28023,Clarke County,MS,21,15541,1351
1439,28025,Clay County,MS,6,19316,310
1440,28027,Coahoma County,MS,6,22124,271
1441,28029,Copiah County,MS,7,28065,249
1442,28031,Covington County,MS,3,18636,160
1443,28033,DeSoto County,MS,14,184945,75
1444,28035,Forrest County,MS,41,74897,547
1445,28037,Franklin County,MS,2,7713,259
1446,28039,George County,MS,2,24500,81
1447,28041,Greene County,MS,4,13586,294
1448,28043,Grenada County,MS,4,20758,192
1449,28045,Hancock County,MS,13,47632,272
1450,28047,Harrison County,MS,7,208080,33
1451,28049,Hinds County,MS,29,231840,125
1452,28051,Holmes County,MS,35,17010,2057
1453,28053,Humphreys County,MS,8,8064,992
1454,28055,Issaquena County,MS,0,1327,0
1455,28057,Itawamba County,MS,8,23390,342
1456,28059,Jackson County,MS,16,143617,111
1457,28061,Jasper County,MS,4,16383,244
1458,28063,Jefferson County,MS,2,6990,286
1459,28065,Jefferson Davis County,MS,3,11128,269
1460,28067,Jones County,MS,44,68098,646
1461,28069,Kemper County,MS,13,9742,1334
1462,28071,Lafayette County,MS,4,54019,74
1463,28073,Lamar County,MS,6,63343,94
1464,28075,Lauderdale County,MS,75,74125,1011
1465,28077,Lawrence County,MS,1,12586,79
1466,28079,Leake County,MS,16,22786,702
1467,28081,Lee County,MS,14,85436,163
1468,28083,Leflore County,MS,47,28183,1667
1469,28085,Lincoln County,MS,32,34153,936
1470,28087,Lowndes County,MS,10,58595,170
1471,28089,Madison County,MS,31,106272,291
1472,28091,Marion County,MS,9,24573,366
1473,28093,Marshall County,MS,3,35294,85
1474,28095,Monroe County,MS,26,35252,737
1475,28097,Montgomery County,MS,1,9775,102
1476,28099,Neshoba County,MS,56,29118,1923
1477,28101,Newton County,MS,8,21018,380
1478,28103,Noxubee County,MS,6,10417,575
1479,28105,Oktibbeha County,MS,18,49587,362
1480,28107,Panola County,MS,4,34192,116
1481,28109,Pearl River County,MS,32,55535,576
1482,28111,Perry County,MS,3,11973,250
1483,28113,Pike County,MS,11,39288,279
1484,28115,Pontotoc County,MS,3,32174,93
1485,28117,Prentiss County,MS,3,25126,119
1486,28119,Quitman County,MS,0,6792,0
1487,28121,Rankin County,MS,10,155271,64
1488,28123,Scott County,MS,12,28124,426
1489,28125,Sharkey County,MS,0,4321,0
1490,28127,Simpson County,MS,1,26658,37
1491,28129,Smith County,MS,11,15916,691
1492,28131,Stone County,MS,1,18336,54
1493,28133,Sunflower County,MS,4,25110,159
1494,28135,Tallahatchie County,MS,1,13809,72
1495,28137,Tate County,MS,1,28321,35
1496,28139,Tippah County,MS,11,22015,499
1497,28141,Tishomingo County,MS,1,19383,51
1498,28143,Tunica County,MS,3,9632,311
1499,28145,Union County,MS,8,28815,277
1500,28147,Walthall County,MS,1,14286,69
1501,28149,Warren County,MS,14,45381,308
1502,28151,Washington County,MS,9,43909,204
1503,28153,Wayne County,MS,8,20183,396
1504,28155,Webster County,MS,8,9689,825
1505,28157,Wilkinson County,MS,9,8630,1042
1506,28159,Winston County,MS,2,17955,111
1507,28161,Yalobusha County,MS,7,12108,578
1508,28163,Yazoo County,MS,6,29690,202
1510,29001,Adair County,MO,0,25343,0
1511,29003,Andrew County,MO,0,17712,0
1512,29005,Atchison County,MO,0,5143,0
1513,29007,Audrain County,MO,1,25388,39
1514,29009,Barry County,MO,0,35789,0
1515,29011,Barton County,MO,0,11754,0
1516,29013,Bates County,MO,1,16172,61
1517,29015,Benton County,MO,0,19443,0
1518,29017,Bollinger County,MO,0,12133,0
1519,29019,Boone County,MO,2,180463,11
1520,29021,Buchanan County,MO,3,87364,34
1521,29023,Butler County,MO,0,42478,0
1522,29025,Caldwell County,MO,0,9020,0
1523,29027,Callaway County,MO,1,44743,22
1524,29029,Camden County,MO,1,46305,21
1525,29031,Cape Girardeau County,MO,3,78871,38
1526,29033,Carroll County,MO,0,8679,0
1527,29035,Carter County,MO,1,5982,167
1528,29037,Cass County,MO,8,105780,75
1529,29039,Cedar County,MO,0,14349,0
1530,29041,Chariton County,MO,0,7426,0
1531,29043,Christian County,MO,0,88595,0
1532,29045,Clark County,MO,0,6797,0
1533,29047,Clay County,MO,8,249948,32
1534,29049,Clinton County,MO,0,20387,0
1535,29051,Cole County,MO,1,76745,13
1536,29053,Cooper County,MO,0,17709,0
1537,29055,Crawford County,MO,0,23920,0
1538,29057,Dade County,MO,0,7561,0
1539,29059,Dallas County,MO,0,16878,0
1540,29061,Daviess County,MO,0,8278,0
1541,29063,DeKalb County,MO,0,12547,0
1542,29065,Dent County,MO,0,15573,0
1543,29067,Douglas County,MO,0,13185,0
1544,29069,Dunklin County,MO,3,29131,102
1545,29071,Franklin County,MO,18,103967,173
1546,29073,Gasconade County,MO,0,14706,0
1547,29075,Gentry County,MO,9,6571,1369
1548,29077,Greene County,MO,8,293086,27
1549,29079,Grundy County,MO,0,9850,0
1550,29081,Harrison County,MO,0,8352,0
1551,29083,Henry County,MO,3,21824,137
1552,29085,Hickory County,MO,0,9544,0
1553,29087,Holt County,MO,0,4403,0
1554,29089,Howard County,MO,0,10001,0
1555,29091,Howell County,MO,0,40117,0
1556,29093,Iron County,MO,0,10125,0
