,countyFIPS,CountyName,State,Deaths,Population,DeathsPerMillion
2199,40059,Harper County,OK,0,3688,0
2200,40061,Haskell County,OK,0,12627,0
2201,40063,Hughes County,OK,0,13279,0
2202,40065,Jackson County,OK,3,24530,122
2203,40067,Jefferson County,OK,0,6002,0
2204,40069,Johnston County,OK,0,11085,0
2205,40071,Kay County,OK,7,43538,160
2206,40073,Kingfisher County,OK,0,15765,0
2207,40075,Kiowa County,OK,0,8708,0
2208,40077,Latimer County,OK,1,10073,99
2209,40079,Le Flore County,OK,1,49853,20
2210,40081,Lincoln County,OK,2,34877,57
2211,40083,Logan County,OK,1,48011,20
2212,40085,Love County,OK,0,10253,0
2213,40087,McClain County,OK,4,40474,98
2214,40089,McCurtain County,OK,2,32832,60
2215,40091,McIntosh County,OK,1,19596,51
2216,40093,Major County,OK,1,7629,131
2217,40095,Marshall County,OK,0,16931,0
2218,40097,Mayes County,OK,4,41100,97
2219,40099,Murray County,OK,0,14073,0
2220,40101,Muskogee County,OK,9,67997,132
2221,40103,Noble County,OK,0,11131,0
2222,40105,Nowata County,OK,1,10076,99
2223,40107,Okfuskee County,OK,0,11993,0
2224,40109,Oklahoma County,OK,65,797434,81
2225,40111,Okmulgee County,OK,0,38465,0
2226,40113,Osage County,OK,8,46963,170
2227,40115,Ottawa County,OK,2,31127,64
2228,40117,Pawnee County,OK,2,16376,122
2229,40119,Payne County,OK,1,81784,12
2230,40121,Pittsburg County,OK,3,43654,68
2231,40123,Pontotoc County,OK,2,38284,52
2232,40125,Pottawatomie County,OK,4,72592,55
2233,40127,Pushmataha County,OK,0,11096,0
2234,40129,Roger Mills County,OK,0,3583,0
2235,40131,Rogers County,OK,5,92459,54
2236,40133,Seminole County,OK,3,24258,123
2237,40135,Sequoyah County,OK,3,41569,72
2238,40137,Stephens County,OK,1,43143,23
2239,40139,Texas County,OK,6,19983,300
2240,40141,Tillman County,OK,1,7250,137
2241,40143,Tulsa County,OK,66,651552,101
2242,40145,Wagoner County,OK,17,81289,209
2243,40147,Washington County,OK,38,51527,737
2244,40149,Washita County,OK,0,10916,0
2245,40151,Woods County,OK,0,8793,0
2246,40153,Woodward County,OK,0,20211,0
2248,41001,Baker County,OR,0,16124,0
2249,41003,Benton County,OR,5,93053,53
2250,41005,Clackamas County,OR,22,418187,52
2251,41007,Clatsop County,OR,0,40224,0
2252,41009,Columbia County,OR,0,52354,0
2253,41011,Coos County,OR,0,64487,0
2254,41013,Crook County,OR,0,24404,0
2255,41015,Curry County,OR,0,22925,0
2256,41017,Deschutes County,OR,0,197692,0
2257,41019,Douglas County,OR,0,110980,0
2258,41021,Gilliam County,OR,0,1912,0
2259,41023,Grant County,OR,0,7199,0
2260,41025,Harney County,OR,0,7393,0
2261,41027,Hood River County,OR,0,23382,0
2262,41029,Jackson County,OR,0,220944,0
2263,41031,Jefferson County,OR,0,24658,0
2264,41033,Josephine County,OR,1,87487,11
2265,41035,Klamath County,OR,0,68238,0
2266,41037,Lake County,OR,0,7869,0
2267,41039,Lane County,OR,3,382067,7
2268,41041,Lincoln County,OR,0,49962,0
2269,41043,Linn County,OR,9,129749,69
2270,41045,Malheur County,OR,1,30571,32
2271,41047,Marion County,OR,34,347818,97
2272,41049,Morrow County,OR,1,11603,86
2273,41051,Multnomah County,OR,68,812855,83
2274,41053,Polk County,OR,12,86085,139
2275,41055,Sherman County,OR,0,1780,0
2276,41057,Tillamook County,OR,0,27036,0
2277,41059,Umatilla County,OR,4,77950,51
2278,41061,Union County,OR,0,26835,0
2279,41063,Wallowa County,OR,0,7208,0
2280,41065,Wasco County,OR,1,26682,37
2281,41067,Washington County,OR,20,601592,33
2282,41069,Wheeler County,OR,0,1332,0
2283,41071,Yamhill County,OR,8,107100,74
2285,42001,Adams County,PA,11,103009,106
2286,42003,Allegheny County,PA,179,1216045,147
2287,42005,Armstrong County,PA,6,64735,92
2288,42007,Beaver County,PA,77,163929,469
2289,42009,Bedford County,PA,2,47888,41
2290,42011,Berks County,PA,344,421164,816
2291,42013,Blair County,PA,1,121829,8
2292,42015,Bradford County,PA,3,60323,49
2293,42017,Bucks County,PA,552,628270,878
2294,42019,Butler County,PA,13,187853,69
2295,42021,Cambria County,PA,3,130192,23
2296,42023,Cameron County,PA,0,4447,0
2297,42025,Carbon County,PA,24,64182,373
2298,42027,Centre County,PA,6,162385,36
2299,42029,Chester County,PA,315,524989,600
2300,42031,Clarion County,PA,2,38438,52
2301,42033,Clearfield County,PA,0,79255,0
2302,42035,Clinton County,PA,3,38632,77
2303,42037,Columbia County,PA,33,64964,507
2304,42039,Crawford County,PA,0,84629,0
2305,42041,Cumberland County,PA,61,253370,240
2306,42043,Dauphin County,PA,120,278299,431
2307,42045,Delaware County,PA,635,566747,1120
2308,42047,Elk County,PA,0,29910,0
2309,42049,Erie County,PA,9,269728,33
2310,42051,Fayette County,PA,4,129274,30
2311,42053,Forest County,PA,0,7247,0
2312,42055,Franklin County,PA,42,155027,270
2313,42057,Fulton County,PA,1,14530,68
2314,42059,Greene County,PA,0,36233,0
2315,42061,Huntingdon County,PA,4,45144,88
2316,42063,Indiana County,PA,5,84073,59
2317,42065,Jefferson County,PA,1,43425,23
2318,42067,Juniata County,PA,5,24763,201
2319,42069,Lackawanna County,PA,200,209674,953
2320,42071,Lancaster County,PA,346,545724,634
2321,42073,Lawrence County,PA,9,85512,105
2322,42075,Lebanon County,PA,40,141793,282
2323,42077,Lehigh County,PA,278,369318,752
2324,42079,Luzerne County,PA,170,317417,535
2325,42081,Lycoming County,PA,19,113299,167
2326,42083,McKean County,PA,1,40625,24
2327,42085,Mercer County,PA,6,109424,54
2328,42087,Mifflin County,PA,1,46138,21
2329,42089,Monroe County,PA,107,170271,628
2330,42091,Montgomery County,PA,783,830915,942
2331,42093,Montour County,PA,0,18230,0
2332,42095,Northampton County,PA,252,305285,825
2333,42097,Northumberland County,PA,4,90843,44
2334,42099,Perry County,PA,5,46272,108
2335,42101,Philadelphia County,PA,1552,1584064,979
2336,42103,Pike County,PA,20,55809,358
2337,42105,Potter County,PA,0,16526,0
2338,42107,Schuylkill County,PA,43,141359,304
2339,42109,Snyder County,PA,1,40372,24
2340,42111,Somerset County,PA,1,73447,13
2341,42113,Sullivan County,PA,0,6066,0
2342,42115,Susquehanna County,PA,20,40328,495
2343,42117,Tioga County,PA,2,40591,49
2344,42119,Union County,PA,2,44923,44
2345,42121,Venango County,PA,0,50668,0
2346,42123,Warren County,PA,0,39191,0
2347,42125,Washington County,PA,6,206865,29
2348,42127,Wayne County,PA,9,51361,175
2349,42129,Westmoreland County,PA,38,348899,108
2350,42131,Wyoming County,PA,7,26794,261
2351,42133,York County,PA,36,449058,80
2353,44001,Bristol County,RI,7,48479,144
2354,44003,Kent County,RI,72,164292,438
2355,44005,Newport County,RI,2,82082,24
2356,44007,Providence County,RI,501,638931,784
2357,44009,Washington County,RI,50,125577,398
2359,45001,Abbeville County,SC,0,24527,0
2360,45003,Aiken County,SC,9,170872,52
2361,45005,Allendale County,SC,3,8688,345
2362,45007,Anderson County,SC,10,202558,49
2363,45009,Bamberg County,SC,0,14066,0
2364,45011,Barnwell County,SC,1,20866,47
2365,45013,Beaufort County,SC,15,192122,78
2366,45015,Berkeley County,SC,20,227907,87
2367,45017,Calhoun County,SC,1,14553,68
2368,45019,Charleston County,SC,19,411406,46
2369,45021,Cherokee County,SC,6,57300,104
2370,45023,Chester County,SC,1,32244,31
2371,45025,Chesterfield County,SC,9,45650,197
2372,45027,Clarendon County,SC,41,33745,1214
2373,45029,Colleton County,SC,19,37677,504
2374,45031,Darlington County,SC,13,66618,195
2375,45033,Dillon County,SC,5,30479,164
2376,45035,Dorchester County,SC,3,162809,18
2377,45037,Edgefield County,SC,2,27260,73
2378,45039,Fairfield County,SC,20,22347,894
2379,45041,Florence County,SC,45,138293,325
2380,45043,Georgetown County,SC,3,62680,47
2381,45045,Greenville County,SC,73,523542,139
2382,45047,Greenwood County,SC,5,70811,70
2383,45049,Hampton County,SC,1,19222,52
2384,45051,Horry County,SC,39,354081,110
2385,45053,Jasper County,SC,3,30073,99
2386,45055,Kershaw County,SC,16,66551,240
2387,45057,Lancaster County,SC,10,98012,102
2388,45059,Laurens County,SC,4,67493,59
2389,45061,Lee County,SC,20,16828,1188
2390,45063,Lexington County,SC,42,298750,140
2391,45065,McCormick County,SC,1,9463,105
2392,45067,Marion County,SC,5,30657,163
2393,45069,Marlboro County,SC,3,26118,114
2394,45071,Newberry County,SC,3,38440,78
2395,45073,Oconee County,SC,1,79546,12
2396,45075,Orangeburg County,SC,8,86175,92
2397,45077,Pickens County,SC,4,126884,31
2398,45079,Richland County,SC,76,415759,182
2399,45081,Saluda County,SC,1,20473,48
2400,45083,Spartanburg County,SC,38,319785,118
2401,45085,Sumter County,SC,20,106721,187
2402,45087,Union County,SC,0,27316,0
2403,45089,Williamsburg County,SC,15,30368,493
2404,45091,York County,SC,11,280979,39
2406,46003,Aurora County,SD,0,2751,0
2407,46005,Beadle County,SD,6,18453,325
2408,46007,Bennett County,SD,0,3365,0
2409,46009,Bon Homme County,SD,0,6901,0
2410,46011,Brookings County,SD,0,35077,0
2411,46013,Brown County,SD,2,38839,51
2412,46015,Brule County,SD,0,5297,0
2413,46017,Buffalo County,SD,0,1962,0
2414,46019,Butte County,SD,0,10429,0
2415,46021,Campbell County,SD,0,1376,0
2416,46023,Charles Mix County,SD,0,9292,0
2417,46025,Clark County,SD,0,3736,0
2418,46027,Clay County,SD,0,14070,0
2419,46029,Codington County,SD,0,28009,0
2420,46031,Corson County,SD,0,4086,0
2421,46033,Custer County,SD,0,8972,0
2422,46035,Davison County,SD,0,19775,0
2423,46037,Day County,SD,0,5424,0
2424,46039,Deuel County,SD,0,4351,0
2425,46041,Dewey County,SD,0,5892,0
2426,46043,Douglas County,SD,0,2921,0
2427,46045,Edmunds County,SD,0,3829,0
2428,46047,Fall River County,SD,0,6713,0
2429,46049,Faulk County,SD,0,2299,0
2430,46051,Grant County,SD,0,7052,0
2431,46053,Gregory County,SD,0,4185,0
2432,46055,Haakon County,SD,0,1899,0
2433,46057,Hamlin County,SD,0,6164,0
2434,46059,Hand County,SD,0,3191,0
2435,46061,Hanson County,SD,0,3453,0
2436,46063,Harding County,SD,0,1298,0
2437,46065,Hughes County,SD,0,17526,0
2438,46067,Hutchinson County,SD,0,7291,0
2439,46069,Hyde County,SD,0,1301,0
2440,46071,Jackson County,SD,1,3344,299
2441,46073,Jerauld County,SD,1,2013,496
2442,46075,Jones County,SD,0,903,0
2443,46077,Kingsbury County,SD,0,4939,0
2444,46079,Lake County,SD,1,12797,78
2445,46081,Lawrence County,SD,0,25844,0
2446,46083,Lincoln County,SD,1,61128,16
2447,46085,Lyman County,SD,0,3781,0
2448,46087,McCook County,SD,1,5586,179
2449,46089,McPherson County,SD,0,2379,0
2450,46091,Marshall County,SD,0,4935,0
2451,46093,Meade County,SD,1,28332,35
2452,46095,Mellette County,SD,0,2061,0
2453,46097,Miner County,SD,0,2216,0
2454,46099,Minnehaha County,SD,54,193134,279
2455,46101,Moody County,SD,0,6576,0
2456,46102,Oglala Lakota County,SD,0,14177,0
2457,46103,Pennington County,SD,11,113775,96
2458,46105,Perkins County,SD,0,2865,0
2459,46107,Potter County,SD,0,2153,0
2460,46109,Roberts County,SD,0,10394,0
2461,46111,Sanborn County,SD,0,2344,0
2462,46115,Spink County,SD,0,6376,0
2463,46117,Stanley County,SD,0,3098,0
2464,46119,Sully County,SD,0,1391,0
2465,46121,Todd County,SD,1,10177,98
2466,46123,Tripp County,SD,0,5441,0
2467,46125,Turner County,SD,0,8384,0
2468,46127,Union County,SD,1,15932,62
2469,46129,Walworth County,SD,0,5435,0
2470,46135,Yankton County,SD,0,22814,0
2471,46137,Ziebach County,SD,0,2756,0
2473,47001,Anderson County,TN,2,76978,25
2474,47003,Bedford County,TN,4,49713,80
2475,47005,Benton County,TN,1,16160,61
2476,47007,Bledsoe County,TN,1,15064,66
2477,47009,Blount County,TN,3,133088,22
2478,47011,Bradley County,TN,2,108110,18
2479,47013,Campbell County,TN,1,39842,25
2480,47015,Cannon County,TN,0,14678,0
2481,47017,Carroll County,TN,1,27767,36
2482,47019,Carter County,TN,1,56391,17
2483,47021,Cheatham County,TN,0,40667,0
2484,47023,Chester County,TN,0,17297,0
2485,47025,Claiborne County,TN,0,31959,0
2486,47027,Clay County,TN,0,7615,0
2487,47029,Cocke County,TN,0,36004,0
2488,47031,Coffee County,TN,0,56520,0
2489,47033,Crockett County,TN,3,14230,210
2490,47035,Cumberland County,TN,3,60520,49
2491,47037,Davidson County,TN,95,694144,136
2492,47039,Decatur County,TN,0,11663,0
2493,47041,DeKalb County,TN,0,20490,0
2494,47043,Dickson County,TN,0,53948,0
2495,47045,Dyer County,TN,0,37159,0
2496,47047,Fayette County,TN,2,41133,48
2497,47049,Fentress County,TN,0,18523,0
2498,47051,Franklin County,TN,2,42208,47
2499,47053,Gibson County,TN,1,49133,20
2500,47055,Giles County,TN,0,29464,0
2501,47057,Grainger County,TN,0,23320,0
2502,47059,Greene County,TN,2,69069,28
2503,47061,Grundy County,TN,1,13427,74
2504,47063,Hamblen County,TN,4,64934,61
2505,47065,Hamilton County,TN,25,367804,67
2506,47067,Hancock County,TN,0,6620,0
2507,47069,Hardeman County,TN,1,25050,39
2508,47071,Hardin County,TN,5,25652,194
2509,47073,Hawkins County,TN,2,56786,35
2510,47075,Haywood County,TN,2,17304,115
2511,47077,Henderson County,TN,0,28117,0
2512,47079,Henry County,TN,0,32345,0
2513,47081,Hickman County,TN,0,25178,0
2514,47083,Houston County,TN,0,8201,0
2515,47085,Humphreys County,TN,1,18582,53
2516,47087,Jackson County,TN,0,11786,0
2517,47089,Jefferson County,TN,0,54495,0
2518,47091,Johnson County,TN,0,17788,0
2519,47093,Knox County,TN,5,470313,10
2520,47095,Lake County,TN,0,7016,0
2521,47097,Lauderdale County,TN,1,25633,39
2522,47099,Lawrence County,TN,2,44142,45
2523,47101,Lewis County,TN,0,12268,0
2524,47103,Lincoln County,TN,0,34366,0
2525,47105,Loudon County,TN,1,54068,18
2526,47107,McMinn County,TN,15,53794,278
2527,47109,McNairy County,TN,0,25694,0
2528,47111,Macon County,TN,3,24602,121
2529,47113,Madison County,TN,2,97984,20
2530,47115,Marion County,TN,3,28907,103
2531,47117,Marshall County,TN,1,34375,29
2532,47119,Maury County,TN,2,96387,20
2533,47121,Meigs County,TN,0,12422,0
2534,47123,Monroe County,TN,4,46545,85
2535,47125,Montgomery County,TN,5,208993,23
2536,47127,Moore County,TN,0,6488,0
2537,47129,Morgan County,TN,1,21403,46
2538,47131,Obion County,TN,1,30069,33
2539,47133,Overton County,TN,0,22241,0
2540,47135,Perry County,TN,0,8076,0
2541,47137,Pickett County,TN,0,5048,0
2542,47139,Polk County,TN,0,16832,0
2543,47141,Putnam County,TN,7,80245,87
2544,47143,Rhea County,TN,0,33167,0
2545,47145,Roane County,TN,0,53382,0
2546,47147,Robertson County,TN,9,71813,125
2547,47149,Rutherford County,TN,32,332285,96
2548,47151,Scott County,TN,0,22068,0
2549,47153,Sequatchie County,TN,0,15026,0
2550,47155,Sevier County,TN,3,98250,30
2551,47157,Shelby County,TN,163,937166,173
2552,47159,Smith County,TN,1,20157,49
2553,47161,Stewart County,TN,0,13715,0
2554,47163,Sullivan County,TN,2,158348,12
2555,47165,Sumner County,TN,49,191283,256
2556,47167,Tipton County,TN,4,61599,64
2557,47169,Trousdale County,TN,5,11284,443
2558,47171,Unicoi County,TN,0,17883,0
2559,47173,Union County,TN,0,19972,0
2560,47175,Van Buren County,TN,0,5872,0
2561,47177,Warren County,TN,0,41277,0
2562,47179,Washington County,TN,0,129375,0
2563,47181,Wayne County,TN,0,16673,0
2564,47183,Weakley County,TN,0,33328,0
2565,47185,White County,TN,3,27345,109
2566,47187,Williamson County,TN,12,238412,50
2567,47189,Wilson County,TN,15,144657,103
2569,48001,Anderson County,TX,2,57735,34
2570,48003,Andrews County,TX,0,18705,0
2571,48005,Angelina County,TX,6,86715,69
2572,48007,Aransas County,TX,0,23510,0
2573,48009,Archer County,TX,0,8553,0
2574,48011,Armstrong County,TX,0,1887,0
2575,48013,Atascosa County,TX,2,51153,39
2576,48015,Austin County,TX,0,30032,0
2577,48017,Bailey County,TX,0,7000,0
2578,48019,Bandera County,TX,0,23112,0
2579,48021,Bastrop County,TX,4,88723,45
2580,48023,Baylor County,TX,0,3509,0
2581,48025,Bee County,TX,0,32565,0
2582,48027,Bell County,TX,10,362924,27
2583,48029,Bexar County,TX,96,2003554,47
2584,48031,Blanco County,TX,1,11931,83
2585,48033,Borden County,TX,0,654,0
2586,48035,Bosque County,TX,0,18685,0
2587,48037,Bowie County,TX,12,93245,128
2588,48039,Brazoria County,TX,19,374264,50
2589,48041,Brazos County,TX,25,229211,109
2590,48043,Brewster County,TX,0,9203,0
2591,48045,Briscoe County,TX,0,1546,0
2592,48047,Brooks County,TX,0,7093,0
2593,48049,Brown County,TX,10,37864,264
2594,48051,Burleson County,TX,0,18443,0
2595,48053,Burnet County,TX,3,48155,62
2596,48055,Caldwell County,TX,1,43664,22
2597,48057,Calhoun County,TX,3,21290,140
2598,48059,Callahan County,TX,2,13943,143
2599,48061,Cameron County,TX,48,423163,113
2600,48063,Camp County,TX,1,13094,76
2601,48065,Carson County,TX,0,5926,0
2602,48067,Cass County,TX,2,30026,66
2603,48069,Castro County,TX,1,7530,132
2604,48071,Chambers County,TX,0,43837,0
2605,48073,Cherokee County,TX,2,52646,37
2606,48075,Childress County,TX,0,7306,0
2607,48077,Clay County,TX,0,10471,0
2608,48079,Cochran County,TX,0,2853,0
2609,48081,Coke County,TX,0,3387,0
2610,48083,Coleman County,TX,0,8175,0
2611,48085,Collin County,TX,38,1034730,36
2612,48087,Collingsworth County,TX,0,2920,0
2613,48089,Colorado County,TX,0,21493,0
2614,48091,Comal County,TX,7,156209,44
2615,48093,Comanche County,TX,1,13635,73
2616,48095,Concho County,TX,0,2726,0
2617,48097,Cooke County,TX,0,41257,0
2618,48099,Coryell County,TX,2,75951,26
2619,48101,Cottle County,TX,1,1398,715
2620,48103,Crane County,TX,5,4797,1042
2621,48105,Crockett County,TX,0,3464,0
2622,48107,Crosby County,TX,1,5737,174
2623,48109,Culberson County,TX,0,2171,0
2624,48111,Dallam County,TX,0,7287,0
2625,48113,Dallas County,TX,311,2635516,118
2626,48115,Dawson County,TX,1,12728,78
2627,48117,Deaf Smith County,TX,16,18546,862
2628,48119,Delta County,TX,0,5331,0
2629,48121,Denton County,TX,36,887207,40
2630,48123,DeWitt County,TX,1,20160,49
2631,48125,Dickens County,TX,0,2211,0
2632,48127,Dimmit County,TX,0,10124,0
2633,48129,Donley County,TX,0,3278,0
2634,48131,Duval County,TX,0,11157,0
2635,48133,Eastland County,TX,0,18360,0
2636,48135,Ector County,TX,7,166223,42
2637,48137,Edwards County,TX,0,1932,0
2638,48139,Ellis County,TX,19,184826,102
2639,48141,El Paso County,TX,120,839238,142
2640,48143,Erath County,TX,1,42698,23
2641,48145,Falls County,TX,0,17297,0
2642,48147,Fannin County,TX,6,35514,168
2643,48149,Fayette County,TX,2,25346,78
2644,48151,Fisher County,TX,1,3830,261
2645,48153,Floyd County,TX,0,5712,0
2646,48155,Foard County,TX,0,1155,0
2647,48157,Fort Bend County,TX,50,811688,61
2648,48159,Franklin County,TX,0,10725,0
2649,48161,Freestone County,TX,0,19717,0
2650,48163,Frio County,TX,0,20306,0
2651,48165,Gaines County,TX,0,21492,0
2652,48167,Galveston County,TX,40,342139,116
2653,48169,Garza County,TX,0,6229,0
2654,48171,Gillespie County,TX,0,26988,0
2655,48173,Glasscock County,TX,0,1409,0
2656,48175,Goliad County,TX,0,7658,0
2657,48177,Gonzales County,TX,4,20837,191
2658,48179,Gray County,TX,4,21886,182
2659,48181,Grayson County,TX,5,136212,36
2660,48183,Gregg County,TX,12,123945,96
2661,48185,Grimes County,TX,2,28880,69
2662,48187,Guadalupe County,TX,1,166847,5
2663,48189,Hale County,TX,5,33406,149
2664,48191,Hall County,TX,1,2964,337
2665,48193,Hamilton County,TX,1,8461,118
2666,48195,Hansford County,TX,2,5399,370
2667,48197,Hardeman County,TX,0,3933,0
2668,48199,Hardin County,TX,5,57602,86
2669,48201,Harris County,TX,311,4713325,65
2670,48203,Harrison County,TX,32,66553,480
2671,48205,Hartley County,TX,2,5576,358
2672,48207,Haskell County,TX,0,5658,0
2673,48209,Hays County,TX,5,230191,21
2674,48211,Hemphill County,TX,0,3819,0
2675,48213,Henderson County,TX,3,82737,36
2676,48215,Hidalgo County,TX,21,868707,24
2677,48217,Hill County,TX,1,36649,27
2678,48219,Hockley County,TX,1,23021,43
2679,48221,Hood County,TX,4,61643,64
2680,48223,Hopkins County,TX,1,37084,26
2681,48225,Houston County,TX,0,22968,0
2682,48227,Howard County,TX,1,36664,27
2683,48229,Hudspeth County,TX,0,4886,0
2684,48231,Hunt County,TX,5,98594,50
2685,48233,Hutchinson County,TX,0,20938,0
2686,48235,Irion County,TX,0,1536,0
2687,48237,Jack County,TX,0,8935,0
2688,48239,Jackson County,TX,1,14760,67
2689,48241,Jasper County,TX,1,35529,28
2690,48243,Jeff Davis County,TX,0,2274,0
2691,48245,Jefferson County,TX,32,251565,127
2692,48247,Jim Hogg County,TX,0,5200,0
2693,48249,Jim Wells County,TX,0,40482,0
2694,48251,Johnson County,TX,4,175817,22
2695,48253,Jones County,TX,0,20083,0
2696,48255,Karnes County,TX,0,15601,0
2697,48257,Kaufman County,TX,4,136154,29
2698,48259,Kendall County,TX,0,47431,0
2699,48261,Kenedy County,TX,0,404,0
2700,48263,Kent County,TX,0,762,0
2701,48265,Kerr County,TX,1,52600,19
2702,48267,Kimble County,TX,0,4337,0
2703,48269,King County,TX,0,272,0
2704,48271,Kinney County,TX,0,3667,0
2705,48273,Kleberg County,TX,1,30680,32
2706,48275,Knox County,TX,0,3664,0
2707,48277,Lamar County,TX,13,49859,260
2708,48279,Lamb County,TX,0,12893,0
2709,48281,Lampasas County,TX,0,21428,0
2710,48283,La Salle County,TX,0,7520,0
2711,48285,Lavaca County,TX,1,20154,49
2712,48287,Lee County,TX,3,17239,174
2713,48289,Leon County,TX,0,17404,0
2714,48291,Liberty County,TX,3,88219,34
2715,48293,Limestone County,TX,1,23437,42
2716,48295,Lipscomb County,TX,0,3233,0
2717,48297,Live Oak County,TX,0,12207,0
2718,48299,Llano County,TX,0,21795,0
2719,48301,Loving County,TX,0,169,0
2720,48303,Lubbock County,TX,51,310569,164
2721,48305,Lynn County,TX,1,5951,168
2722,48307,McCulloch County,TX,0,7984,0
2723,48309,McLennan County,TX,5,256623,19
2724,48311,McMullen County,TX,0,743,0
2725,48313,Madison County,TX,0,14284,0
2726,48315,Marion County,TX,1,9854,101
2727,48317,Martin County,TX,1,5771,173
2728,48319,Mason County,TX,0,4274,0
2729,48321,Matagorda County,TX,5,36643,136
2730,48323,Maverick County,TX,2,58722,34
2731,48325,Medina County,TX,2,51584,38
2732,48327,Menard County,TX,0,2138,0
2733,48329,Midland County,TX,13,176832,73
2734,48331,Milam County,TX,1,24823,40
2735,48333,Mills County,TX,0,4873,0
2736,48335,Mitchell County,TX,0,8545,0
2737,48337,Montague County,TX,1,19818,50
2738,48339,Montgomery County,TX,34,607391,55
2739,48341,Moore County,TX,14,20940,668
2740,48343,Morris County,TX,0,12388,0
2741,48345,Motley County,TX,0,1200,0
2742,48347,Nacogdoches County,TX,25,65204,383
2743,48349,Navarro County,TX,4,50113,79
2744,48351,Newton County,TX,0,13595,0
2745,48353,Nolan County,TX,0,14714,0
2746,48355,Nueces County,TX,6,362294,16
2747,48357,Ochiltree County,TX,2,9836,203
2748,48359,Oldham County,TX,1,2112,473
2749,48361,Orange County,TX,3,83396,35
2750,48363,Palo Pinto County,TX,2,29189,68
2751,48365,Panola County,TX,23,23194,991
2752,48367,Parker County,TX,1,142878,6
2753,48369,Parmer County,TX,0,9605,0
2754,48371,Pecos County,TX,0,15823,0
2755,48373,Polk County,TX,0,51353,0
2756,48375,Potter County,TX,39,117415,332
2757,48377,Presidio County,TX,0,6704,0
2758,48379,Rains County,TX,0,12514,0
2759,48381,Randall County,TX,6,137713,43
2760,48383,Reagan County,TX,0,3849,0
2761,48385,Real County,TX,0,3452,0
2762,48387,Red River County,TX,8,12023,665
2763,48389,Reeves County,TX,0,15976,0
2764,48391,Refugio County,TX,0,6948,0
2765,48393,Roberts County,TX,0,854,0
2766,48395,Robertson County,TX,0,17074,0
2767,48397,Rockwall County,TX,16,104915,152
2768,48399,Runnels County,TX,0,10264,0
2769,48401,Rusk County,TX,2,54406,36
2770,48403,Sabine County,TX,1,10542,94
2771,48405,San Augustine County,TX,6,8237,728
2772,48407,San Jacinto County,TX,0,28859,0
2773,48409,San Patricio County,TX,0,66730,0
2774,48411,San Saba County,TX,0,6055,0
2775,48413,Schleicher County,TX,0,2793,0
2776,48415,Scurry County,TX,0,16703,0
2777,48417,Shackelford County,TX,0,3265,0
2778,48419,Shelby County,TX,8,25274,316
2779,48421,Sherman County,TX,0,3022,0
2780,48423,Smith County,TX,4,232751,17
2781,48425,Somervell County,TX,0,9128,0
2782,48427,Starr County,TX,0,64633,0
2783,48429,Stephens County,TX,0,9366,0
2784,48431,Sterling County,TX,0,1291,0
2785,48433,Stonewall County,TX,0,1350,0
2786,48435,Sutton County,TX,0,3776,0
2787,48437,Swisher County,TX,1,7397,135
2788,48439,Tarrant County,TX,207,2102515,98
2789,48441,Taylor County,TX,5,138034,36
2790,48443,Terrell County,TX,0,776,0
2791,48445,Terry County,TX,0,12337,0
2792,48447,Throckmorton County,TX,0,1501,0
2793,48449,Titus County,TX,4,32750,122
2794,48451,Tom Green County,TX,1,119200,8
2795,48453,Travis County,TX,108,1273954,84
2796,48455,Trinity County,TX,0,14651,0
2797,48457,Tyler County,TX,0,21672,0
2798,48459,Upshur County,TX,0,41753,0
2799,48461,Upton County,TX,0,3657,0
2800,48463,Uvalde County,TX,0,26741,0
2801,48465,Val Verde County,TX,0,49025,0
2802,48467,Van Zandt County,TX,3,56590,53
2803,48469,Victoria County,TX,8,92084,86
2804,48471,Walker County,TX,28,72971,383
2805,48473,Waller County,TX,0,55246,0
2806,48475,Ward County,TX,0,11998,0
2807,48477,Washington County,TX,26,35882,724
2808,48479,Webb County,TX,22,276652,79
2809,48481,Wharton County,TX,1,41556,24
2810,48483,Wheeler County,TX,0,5056,0
2811,48485,Wichita County,TX,2,132230,15
2812,48487,Wilbarger County,TX,0,12769,0
2813,48489,Willacy County,TX,3,21358,140
2814,48491,Williamson County,TX,32,590551,54
2815,48493,Wilson County,TX,5,51070,97
2816,48495,Winkler County,TX,0,8010,0
2817,48497,Wise County,TX,5,69984,71
2818,48499,Wood County,TX,5,45539,109
2819,48501,Yoakum County,TX,0,8713,0
2820,48503,Young County,TX,1,18010,55
2821,48505,Zapata County,TX,0,14179,0
2822,48507,Zavala County,TX,0,11840,0
2824,49001,Beaver County,UT,0,6710,0
2825,49003,Box Elder County,UT,2,56046,35
2826,49005,Cache County,UT,1,128289,7
2827,49007,Carbon County,UT,0,20463,0
2828,49009,Daggett County,UT,0,950,0
2829,49011,Davis County,UT,4,355481,11
2830,49013,Duchesne County,UT,0,19938,0
2831,49015,Emery County,UT,0,10012,0
2832,49017,Garfield County,UT,1,5051,197
2833,49019,Grand County,UT,0,9754,0
2834,49021,Iron County,UT,1,54839,18
2835,49023,Juab County,UT,0,12017,0
2836,49025,Kane County,UT,0,7886,0
2837,49027,Millard County,UT,0,13188,0
2838,49029,Morgan County,UT,0,12124,0
2839,49031,Piute County,UT,0,1479,0
2840,49033,Rich County,UT,0,2483,0
